selector_name,url
#contents,https://www.city.hikone.lg.jp/news_list.html
#contents,https://www.town.wazuka.lg.jp/news_list.html
#contents,http://www.town.ine.kyoto.jp/news_list.html
#contents,https://www.city.ikeda.osaka.jp/news_list.html
#contents,https://www.city.neyagawa.osaka.jp/news_list.html
#contents,https://www.city.habikino.lg.jp/news_list.html
#contents,https://www.city.kadoma.osaka.jp/news_list.html
#contents,https://www.city.settsu.osaka.jp/news_list.html
#contents,https://www.city.hannan.lg.jp/news_list.html
#contents,http://www.town.nose.osaka.jp/news_list.html
#contents,http://www.town.misaki.osaka.jp/news_list.html
#contents,https://www.town.taishi.osaka.jp/news_list.html
#contents,http://www.vill.chihayaakasaka.osaka.jp/news_list.html
#contents,https://www.city.nishiwaki.lg.jp/news_list.html
#contents,https://www.city.yabu.hyogo.jp/news_list.html
#contents,https://www.town.inagawa.lg.jp/news_list.html
#contents,https://www.city.tenri.nara.jp/news_list.html
#contents,https://www.vill.mitsue.nara.jp/news_list.html
#contents,https://www.town.kawai.nara.jp/news_list.html
#contents,http://www.city.hashimoto.lg.jp/news_list.html
#contents,https://www.town.aridagawa.lg.jp/news_list.html
#contents,http://www.town.kamitonda.lg.jp/news_list.html
#contents,https://www.city.hikari.lg.jp/news_list.html
#contents,https://www.city.mitoyo.lg.jp/news_list.html
#contents,https://www.town.shodoshima.lg.jp/news_list.html
#contents,https://www.town.sue.fukuoka.jp/news_list.html
#contents,https://www.town.koge.lg.jp/news_list.html
#contents,https://www.city.tsushima.nagasaki.jp/news_list.html
#contents,https://www.city.saikai.nagasaki.jp/news_list.html
#contents,https://www.town.taragi.lg.jp/news_list.html
#contents,https://www.city.hita.oita.jp/news_list.html
#contents,https://www.city.taketa.oita.jp/news_list.html
#contents,https://kimotsuki-town.jp/news_list.html
#contents,https://www.city.yachiyo.chiba.jp/news_oshirase.html
#contents,http://www.city.nayoro.lg.jp/news.html
#contents,https://www.city.eniwa.hokkaido.jp/news.html
#contents,https://town.kamisunagawa.hokkaido.jp/news.html
#contents,https://www.town.erimo.lg.jp/news.html
#contents,https://www.town.teshikaga.hokkaido.jp/news.html
#contents,https://www.vill.tsurui.lg.jp/news.html
#contents,https://www.city.hachinohe.aomori.jp/news.html
#contents,https://www.city.kitakami.iwate.jp/news.html
#contents,https://www.town.shiwa.iwate.jp/news.html
#contents,https://www.town.nishiwaga.lg.jp/news.html
#contents,https://www.town.ichinohe.iwate.jp/news.html
#contents,https://www.town.shikama.miyagi.jp/news.html
#contents,https://www.town.kami.miyagi.jp/news.html
#contents,https://www.city.oga.akita.jp/news.html
#contents,https://www.city.kazuno.akita.jp/news.html
#contents,https://www.city.katagami.lg.jp/news.html
#contents,https://www.city.nagai.yamagata.jp/news.html
#contents,https://www.town.asahi.yamagata.jp/news.html
#contents,https://www.town.kaneyama.yamagata.jp/news.html
#contents,https://www.town.takahata.yamagata.jp/news.html
#contents,https://www.city.soma.fukushima.jp/news.html
#contents,https://www.city.minamisoma.lg.jp/news.html
#contents,https://www.town.shimogo.fukushima.jp/news.html
#contents,https://www.town.minamiaizu.lg.jp/news.html
#contents,https://www.vill.nishigo.fukushima.jp/news.html
#contents,https://www.tomioka-town.jp/news.html
#contents,https://www.city.ibaraki-koga.lg.jp/news.html
#contents,http://www.city.joso.lg.jp/news.html
#contents,https://www.city.hitachinaka.lg.jp/news.html
#contents,https://www.vill.tokai.ibaraki.jp/news.html
#contents,https://www.city.sano.lg.jp/news.html
#contents,https://www.city.isesaki.lg.jp/news.html
#contents,https://www.town.meiwa.gunma.jp/news.html
#contents,https://www.city.saitama.jp/news.html
#contents,https://www.city.kawaguchi.lg.jp/news.html
#contents,https://www.city.kazo.lg.jp/news.html
#contents,https://www.city.honjo.lg.jp/news.html
#contents,https://www.city.kounosu.saitama.jp/news.html
#contents,https://www.city.okegawa.lg.jp/news.html
#contents,https://www.city.kitamoto.lg.jp/news.html
#contents,https://www.city.satte.lg.jp/news.html
#contents,https://www.city.fujimino.saitama.jp/news.html
#contents,https://www.town.moroyama.saitama.jp/news.html
#contents,http://www.town.ogose.saitama.jp/news.html
#contents,https://www.town.namegawa.saitama.jp/news.html
#contents,https://www.city.tateyama.chiba.jp/news.html
#contents,https://www.city.shiroi.chiba.jp/news.html
#contents,https://www.city.hachioji.tokyo.jp/news.html
#contents,https://www.city.atsugi.kanagawa.jp/news.html
#contents,http://www.town.samukawa.kanagawa.jp/news.html
#contents,http://www.town.oiso.kanagawa.jp/news.html
#contents,http://www.town.ninomiya.kanagawa.jp/news.html
#contents,http://www.town.manazuru.kanagawa.jp/news.html
#contents,https://www.city.sanjo.niigata.jp/news.html
#contents,https://www.city.kashiwazaki.lg.jp/news.html
#contents,https://www.city.agano.niigata.jp/news.html
#contents,http://www.city.minamiuonuma.niigata.jp/news.html
#contents,https://www.town.aga.niigata.jp/news.html
#contents,https://www.city.himi.toyama.jp/news.html
#contents,http://www.city.oyabe.toyama.jp/news.html
#contents,https://www.town.tateyama.toyama.jp/news.html
#contents,https://www.town.nyuzen.toyama.jp/news.html
#contents,https://www.town.asahi.toyama.jp/news.html
#contents,https://www.city.komatsu.lg.jp/news.html
#contents,https://www.hodatsushimizu.jp/news.html
#contents,http://www.town.echizen.fukui.jp/news.html
#contents,https://www.city.nirasaki.lg.jp/news.html
#contents,https://www.city.kai.yamanashi.jp/news.html
#contents,https://www.city.chuo.yamanashi.jp/news.html
#contents,https://www.city.okaya.lg.jp/news.html
#contents,https://www.city.komoro.lg.jp/news.html
#contents,https://www.city.komagane.nagano.jp/news.html
#contents,https://www.town.nagano-takamori.lg.jp/news.html
#contents,https://www.vill.asahi.nagano.jp/news.html
#contents,https://www.vill.hakuba.lg.jp/news.html
#contents,https://www.city.nakatsugawa.lg.jp/news.html
#contents,https://www.city.ito.shizuoka.jp/news.html
#contents,https://www.city.fukuroi.shizuoka.jp/news.html
#contents,https://www.city.susono.shizuoka.jp/news.html
#contents,https://www.city.kosai.shizuoka.jp/news.html
#contents,http://www.town.kawanehon.shizuoka.jp/news.html
#contents,https://www.town.morimachi.shizuoka.jp/news.html
#contents,https://www.town.aichi-higashiura.lg.jp/news.html
#contents,https://www.city.shima.mie.jp/news.html
#contents,https://www.town.taki.mie.jp/news.html
#contents,https://www.odaitown.jp/news.html
#contents,https://www.town.mihama.mie.jp/news.html
#contents,https://www.city.otsu.lg.jp/news.html
#contents,http://www.city.ritto.lg.jp/news.html
#contents,https://www.city.yasu.lg.jp/news.html
#contents,https://www.city.shiga-konan.lg.jp/news.html
#contents,https://www.kouratown.jp/news.html
#contents,http://www.town.oyamazaki.kyoto.jp/news.html
#contents,http://www.town.ide.kyoto.jp/news.html
#contents,https://www.city.izumiotsu.lg.jp/news.html
#contents,http://www.city.takatsuki.osaka.jp/news.html
