selector_name,url
.contents,https://www.town.minamioguni.lg.jp/news
.contents,http://www.vill.higashidoori.lg.jp/news.html
.contents,https://www.kesennuma.miyagi.jp/news.html
.contents,https://www.kuriharacity.jp/news.html
.contents,https://www.town.funagata.yamagata.jp/news.html
.contents,https://www.town.aizumisato.fukushima.jp/news.html
.contents,https://www.city.tatebayashi.gunma.jp/news.html
.contents,https://www.town.oizumi.gunma.jp/news.html
.contents,https://www.town.ora.gunma.jp/news.html
.contents,https://www.city.akishima.lg.jp/news.html
.contents,https://www.city.nabari.lg.jp/news.html
.contents,https://www.city.okawa.lg.jp/news.html
.contents,http://www.city.onojo.fukuoka.jp/news.html
.contents,https://www.city.munakata.lg.jp/news.html
.contents,https://www.city.miyama.lg.jp/news.html
.contents,https://www.city.itoshima.lg.jp/news.html
.contents,https://www.town.kasuya.fukuoka.jp/news.html
.contents,https://www.town.mizumaki.lg.jp/news.html
.contents,http://www.town.okagaki.lg.jp/news.html
.contents,https://www.town.kawara.fukuoka.jp/news.html
.contents,https://www.town.chikujo.fukuoka.jp/news.html
.contents,https://www.city.goto.nagasaki.jp/news.html
.contents,https://www.city.beppu.oita.jp/news/index.html
.contents,https://www.city.gujo.gifu.jp/news/index.html?t=1
.contents,https://www.vill.tenkawa.nara.jp/office/news
.contents,https://www.city.nagano.nagano.jp/soshiki/list1-1.html
.contents,https://www.rausu-town.jp/topics/index
.contents,https://www.city.moka.lg.jp/toppage/news.html
.contents,http://town.iwate.iwate.jp/town/post
.contents,https://www.city.kamo.niigata.jp/whats_new
.contents,http://www.town.kikonai.hokkaido.jp/whatsnew.html
.contents,http://www.vill.funahashi.toyama.jp/wp/topics_origin/yakuba
.contents,https://www.town.mikata-kami.lg.jp/www/genre/1000000000055/index.html
.contents,http://www.city.iwaki.lg.jp/www/news.html
.contents,https://www.city.hadano.kanagawa.jp/www/news.html
.contents,https://www.city.yokkaichi.lg.jp/www/news.html
.contents,http://www2.town.asahi.mie.jp/www/news.html
.contents,https://www.city.tottori.lg.jp/www/news.html
.contents,https://www.town.okinoshima.shimane.jp/www/news.html
.contents,https://www.town.tabuse.lg.jp/www/news.html
.contents,https://www.city.tomioka.lg.jp/www/news/0000000000000/ACL03000.html
.contents,http://www2.town.komono.mie.jp/www/topics.html
.contents,https://www.vill.showa.fukushima.jp
.contents,https://www.city.ono.hyogo.jp
.contents,https://www.town.chikuzen.fukuoka.jp
div.new_lst,https://www.city.aisai.lg.jp/new_list.php
div.new_lst,http://www.town.agui.lg.jp/new_list.php
div.new_lst,http://www.town.taketoyo.lg.jp/new_list.php
div.new_lst,https://www.town.kisosaki.lg.jp/new_list.php
div.new_lst,https://www.town.toin.lg.jp/new_list.php
div.new_lst,http://www.town.watarai.lg.jp/new_list.php
div.new_lst,https://www.town.taga.lg.jp/new_list.php
div.new_lst,http://www.town.kumiyama.lg.jp/new_list.php
div.new_lst,http://www.town.kasagi.lg.jp/new_list.php
div.new_lst,http://www.town.ando.nara.jp/new_list.php
div.new_lst,https://www.town.nara-kawanishi.lg.jp/new_list.php
div.new_lst,http://www.town.takatori.nara.jp/new_list.php
div.new_lst,http://www.town.koryo.nara.jp/new_list.php
div.new_lst,http://www.town.oyodo.lg.jp/new_list.php
div.new_lst,http://www.town.wakayama-inami.lg.jp/new_list.php
div.new_lst,https://www.town.ami.lg.jp/news/0001.html
div.new_lst,https://www.town.saitama-ina.lg.jp/news/0001.html
div.new_lst,http://www.town.ranzan.saitama.jp/news/0001.html
div.new_lst,https://www.town.ogawa.saitama.jp/news/0001.html
div.new_lst,https://www.town.saitama-misato.lg.jp/news/0001.html
div.new_lst,http://www.town.miyashiro.lg.jp/news/0001.html
div.new_lst,https://www.city.sakura.lg.jp/news/0001.html
div.new_lst,http://www.city.togane.chiba.jp/news/0001.html
div.new_lst,https://www.city.futtsu.lg.jp/news/0001.html
div.new_lst,https://www.city.inzai.lg.jp/news/0001.html
div.new_lst,https://www.city.tomisato.lg.jp/news/0001.html
div.new_lst,https://www.city.minamiboso.chiba.jp/news/0001.html
div.new_lst,https://www.city.oamishirasato.lg.jp/news/0001.html
div.new_lst,https://www.town.kujukuri.chiba.jp/news/0001.html
div.new_lst,https://www.town.shibayama.lg.jp/news/0001.html
div.new_lst,http://www.vill.chosei.chiba.jp/news/0001.html
div.new_lst,http://www.town.shirako.lg.jp/news/0001.html
div.new_lst,https://www.city.tama.lg.jp/news/0001.html
div.new_lst,https://www.city.hamura.tokyo.jp/news/0001.html
div.new_lst,https://www.vill.hinohara.tokyo.jp/news/0001.html
div.new_lst,http://www.town.yamakita.kanagawa.jp/news/0001.html
div.new_lst,http://www.town.tateshina.nagano.jp/news/0001.html
div.new_lst,https://www.ikedamachi.net/news/0001.html
div.new_lst,https://www.city.ogaki.lg.jp/news/0001.html
div.new_lst,https://www.city.seki.lg.jp/news/0001.html
div.new_lst,https://www.city.hashima.lg.jp/news/0001.html
div.new_lst,https://www.city.motosu.lg.jp/news/0001.html
div.new_lst,https://www.city.kaizu.lg.jp/news/0001.html
div.new_lst,https://www.town.ibigawa.lg.jp/news/0001.html
div.new_lst,https://www.town-ono.jp/news/0001.html
div.new_lst,https://www.town.gifu-ikeda.lg.jp/news/0001.html
div.new_lst,https://www.city.iwakura.aichi.jp/news/0001.html
div.new_lst,https://www.city.iga.lg.jp/news/0001.html
div.new_lst,https://www.city.nagahama.lg.jp/news/0001.html
div.new_lst,http://www.city.higashiomi.shiga.jp/news/0001.html
div.new_lst,https://www.city.maizuru.kyoto.jp/news/0001.html
div.new_lst,https://www.city.joyo.kyoto.jp/news/0001.html
div.new_lst,https://www.city.nagaokakyo.lg.jp/news/0001.html
div.new_lst,https://www.city.kyotanabe.lg.jp/news/0001.html
div.new_lst,https://www.vill.minamiyamashiro.lg.jp/news/0001.html
div.new_lst,http://www.town.kyotamba.kyoto.jp/news/0001.html
div.new_lst,https://www.city.hirakata.osaka.jp/news/0001.html
div.new_lst,https://www.city.yao.osaka.jp/news/0001.html
