selector_name,url
.body00,"https://www.city.kumano.lg.jp/index_news.html"
.ai_reader,"https://www.city.inabe.mie.jp/news.html"
.newsMod,"https://www.city.shima.mie.jp/news.html"
.main_naka,"https://www.city.iga.lg.jp/news/0001.html"
.main_naka,"https://www.town.kisosaki.lg.jp/new_list.php"
.new_post,"https://www.town.toin.lg.jp/new_list.php"
.menu_section.enclosebox,"http://www2.town.komono.mie.jp/www/topics.html"
.txtbox,"http://www2.town.asahi.mie.jp/www/news.html"
.contents,"https://www.town.kawagoe.mie.jp/index.php/news-ichiran/"
.in,"https://www.town.taki.mie.jp/news.html"
#contents,"https://www.town.meiwa.mie.jp/newslist.html"
#contents,"https://www.odaitown.jp/news.html"
.newsIchiran,"https://kizuna.town.tamaki.mie.jp/news/index.html"
.main_naka,"http://www.town.watarai.lg.jp/new_list.php"
#home_main_news,"http://www.town.taiki.mie.jp/news"
.in,"https://www.town.minamiise.lg.jp/admin/news_list.html"
.in,"https://www.town.mie-kihoku.lg.jp/news_list.html"
.in,"https://www.town.mihama.mie.jp/news.html"
.container_box,"https://www.town.kiho.lg.jp/news/"
.active.totaling,"https://www.pref.shiga.lg.jp/zigyousya/shien/"
.list.newPageListBlock,"https://www.city.otsu.lg.jp/news.html"
.in,"https://www.city.hikone.lg.jp/news_list.html"
.main_naka,"https://www.city.nagahama.lg.jp/news/0001.html"
#contents,"https://www.city.omihachiman.lg.jp/news/index.html"
.info-list.clearfix,"http://www.city.kusatsu.shiga.jp/allNewsList.html"
#tmp_contents,"http://www.city.moriyama.lg.jp/shinchaku_index.html"
.in,"http://www.city.ritto.lg.jp/news.html"
.inside_b,"https://www.city.koka.lg.jp/dd.aspx?moduleid=1099&_PickUp_para=15#moduleid1099"
.list,"https://www.city.yasu.lg.jp/news.html"
.in,"https://www.city.shiga-konan.lg.jp/news.html"
.main_naka,"http://www.city.higashiomi.shiga.jp/news/0001.html"
.in,"https://www.city.maibara.lg.jp/sangyo/index.html"
.main_naka,"http://www.town.shiga-hino.lg.jp/new_list.php"
.tab_content,"http://www.town.ryuoh.shiga.jp/"
#contents,"https://www.town.aisho.shiga.jp/news_list.html"
.main_naka,"http://www.town.toyosato.shiga.jp/new_list.php"
.in,"https://www.kouratown.jp/news.html"
